Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1764;25/11/2015;6;7;29;39;41;55;401.527.962,50;1;BRASÍLIA;DF;205.329.753,89;401;58.622,54;33850;992,09;NÃO;0;100.000.000,00;84.935.279,66
1765;28/11/2015;1;6;28;37;56;58;88.630.710,00;0; ; ;0;185;28.048,25;9138;811,2;SIM;92.385.569,00;105.000.000,00;86.300.786,31
1766;02/12/2015;22;23;41;46;53;60;90.839.126,00;0; ; ;0;70;75.974,54;7088;1.071,87;SIM;102.182.286,21;110.000.000,00;87.700.317,35
1767;05/12/2015;16;26;35;39;44;45;94.503.941,00;0; ; ;0;84;65.866,39;7608;1.038,90;SIM;112.374.242,31;125.000.000,00;89.156.311,09
1768;09/12/2015;5;7;11;34;35;50;94.529.393,00;0; ; ;0;156;35.476,07;12402;637,48;SIM;122.568.943,34;135.000.000,00;90.612.696,97
1769;12/12/2015;32;37;44;47;54;60;97.673.341,50;0; ; ;0;105;54.460,29;7782;1.049,73;SIM;164.704.569,73;175.000.000,00;92.117.520,71
1770;16/12/2015;11;26;27;30;34;41;104.834.271,50;0; ; ;0;110;55.796,09;8861;989,49;SIM;176.010.619,85;187.000.000,00;93.732.670,74
1771;19/12/2015;2;20;27;28;32;38;109.030.383,00;0; ; ;0;123;51.896,21;10330;882,75;SIM;187.769.207,55;195.000.000,00;95.412.469,00
1772;22/12/2015;12;19;27;39;41;45;89.096.143,50;2;CAMPOS BELOS;GO;98.688.974,76;244;21.377,77;13112;568,3;NÃO;0;3.000.000,00;96.785.146,44
SANTOS;SP;;;;;;;;;;;;;;;;;;;
1773;24/12/2015;15;30;39;41;45;59;33.889.656,50;0; ; ;0;36;55.113,48;2312;1.225,95;SIM;3.654.894,04;6.000.000,00;97.307.274,17
1774;26/12/2015;1;12;20;30;52;60;22.142.158,50;0; ; ;0;37;35.035,75;2707;684,11;SIM;128.027.188,92;280.000.000,00;128.027.188,92
1775;31/12/2015;2;18;31;42;51;56;620.312.112,00;6;ÁGUA BRANCA;AL;41.088.919,05;827;43.913,49;62767;826,55;NÃO;0;1.500.000,00;0
GUAÇUÍ;ES;;;;;;;;;;;;;;;;;;;
VILA VELHA;ES;;;;;;;;;;;;;;;;;;;
VITÓRIA;ES;;;;;;;;;;;;;;;;;;;
VITÓRIA;ES;;;;;;;;;;;;;;;;;;;
CERQUILHO;SP;;;;;;;;;;;;;;;;;;;
1776;02/01/2016;10;11;14;19;39;48;7.895.436,50;0; ; ;0;17;27.190,70;1051;628,3;SIM;851.498,25;2.500.000,00;121.642,63
1777;06/01/2016;4;19;38;44;52;55;30.249.282,00;0; ; ;0;62;28.129,17;3484;715,1;SIM;4.064.145,66;7.500.000,00;580.592,28
1778;09/01/2016;4;10;38;40;45;48;36.261.571,50;0; ; ;0;37;56.503,91;3457;863,93;SIM;7.915.332,73;12.000.000,00;1.130.761,88
1779;12/01/2016;12;25;30;39;56;57;23.299.384,50;0; ; ;0;30;44.777,18;2162;887,61;SIM;16.920.630,96;19.000.000,00;1.484.265,96
1780;14/01/2016;6;20;22;31;33;34;36.562.284,50;0; ; ;0;30;70.266,06;3095;972,98;SIM;20.803.755,49;24.000.000,00;2.038.998,04
1781;16/01/2016;1;8;22;49;52;53;41.885.585,00;2;MANAUS;AM;12.626.122,54;54;44.720,27;3941;875,37;NÃO;0;3.000.000,00;2.674.496,57
PRATA;MG;;;;;;;;;;;;;;;;;;;
1782;20/01/2016;6;18;34;47;52;57;26.275.648,00;0; ; ;0;110;13.771,92;3430;630,94;SIM;2.790.624,67;6.000.000,00;3.073.157,25
1783;23/01/2016;4;6;16;18;21;38;33.740.126,00;0; ; ;0;67;29.033,90;4886;568,75;SIM;6.374.019,75;10.000.000,00;3.585.070,85
1784;27/01/2016;4;15;26;30;54;55;33.471.119,50;0; ; ;0;32;60.305,07;2896;951,93;SIM;21.406.847,55;25.000.000,00;4.092.903,00
1785;30/01/2016;5;11;27;41;42;54;46.080.240,50;0; ; ;0;91;29.194,90;6410;592,09;SIM;26.300.833,65;30.000.000,00;4.792.043,88
1786;02/02/2016;2;6;8;21;25;34;29.553.643,00;0; ; ;0;76;22.419,77;5065;480,58;SIM;29.439.600,20;33.000.000,00;5.240.439,12
1787;04/02/2016;1;5;13;25;26;29;43.102.762,50;2;JUNDIAÍ;SP;17.008.680,52;167;14.880,66;8897;399,02;NÃO;0;3.000.000,00;5.894.404,97
SÃO CAETANO DO SUL;SP;;;;;;;;;;;;;;;;;;;
1788;06/02/2016;3;13;42;45;56;59;24.935.750,00;0; ; ;0;41;35.064,86;3508;585,46;SIM;2.648.319,80;3.500.000,00;6.272.736,38
1789;10/02/2016;6;25;43;57;58;59;15.395.562,00;0; ; ;0;16;55.476,51;1574;805,61;SIM;14.902.458,79;18.000.000,00;6.506.321,70
1790;13/02/2016;11;13;26;27;28;50;43.155.861,00;0; ; ;0;72;34.557,38;5672;626,67;SIM;19.485.858,98;24.000.000,00;7.161.093,17
1791;17/02/2016;12;18;46;50;53;55;44.687.387,50;0; ; ;0;36;71.567,53;3703;993,95;SIM;24.231.916,09;30.000.000,00;7.839.101,36
1792;20/02/2016;2;16;17;18;41;47;50.964.900,00;0; ; ;0;85;34.568,92;6593;636,68;SIM;29.644.681,07;35.000.000,00;8.612.353,52
1793;24/02/2016;13;14;22;54;56;58;52.274.470,50;1;IPUIUNA;MG;35.196.529,96;80;37.673,26;5158;834,72;NÃO;0;3.000.000,00;9.405.474,81
1794;27/02/2016;1;5;34;37;40;60;27.706.770,00;1;CUIABÁ;MT;2.942.618,04;64;24.959,71;3568;639,58;NÃO;0;18.000.000,00;9.825.848,83
1795;02/03/2016;30;42;47;50;55;58;38.128.146,00;0; ; ;0;48;45.797,11;2549;1.232,00;SIM;18.655.346,92;24.000.000,00;10.404.338,57
1796;05/03/2016;22;23;34;48;53;54;48.610.310,00;1;Curitiba;PR;23.818.040,93;48;58.387,61;4783;837,07;NÃO;0;3.000.000,00;11.141.866,30
1797;08/03/2016;2;13;14;35;54;57;15.407.598,50;0; ; ;0;32;27.759,94;2516;504,38;SIM;1.636.375,41;3.500.000,00;11.375.634,23
1798;10/03/2016;2;9;23;28;45;53;23.534.406,00;0; ; ;0;88;15.418,93;4315;449,21;SIM;4.135.864,44;6.600.000,00;11.732.704,11
1799;12/03/2016;1;3;4;39;51;53;29.701.612,50;0; ; ;0;39;43.908,54;3102;788,63;SIM;17.663.326,20;21.000.000,00;12.183.344,37
1800;16/03/2016;6;11;16;19;31;56;41.343.148,00;1;TERESÓPOLIS;RJ;22.054.205,88;96;24.829,38;5710;596,35;NÃO;0;3.000.000,00;12.810.612,92
1801;19/03/2016;6;19;34;43;45;54;27.371.067,50;0; ; ;0;82;19.244,71;3265;690,46;SIM;2.906.964,51;6.500.000,00;13.225.893,58
1802;23/03/2016;2;6;13;14;17;44;29.632.225,00;0; ; ;0;99;17.256,89;6229;391,81;SIM;6.054.076,93;9.000.000,00;13.675.481,08
1803;26/03/2016;4;8;29;38;49;50;28.428.841,00;0; ; ;0;35;46.830,05;2641;886,59;SIM;9.073.383,05;13.000.000,00;14.106.810,53
1804;30/03/2016;20;21;28;48;50;59;34.551.692,00;0; ; ;0;23;86.611,40;2088;1.362,93;SIM;23.512.820,15;28.000.000,00;14.631.037,41
1805;02/04/2016;17;22;27;31;49;57;48.568.747,50;0; ; ;0;53;52.834,14;4693;852,39;SIM;28.671.099,98;34.000.000,00;15.367.934,54
1806;06/04/2016;11;20;35;42;55;58;55.654.595,50;0; ; ;0;86;37.310,94;5047;908,24;SIM;34.581.937,55;40.000.000,00;16.212.339,92
1807;09/04/2016;1;15;16;22;25;43;67.545.257,50;0; ; ;0;94;41.428,63;7609;731,14;SIM;41.755.631,70;50.000.000,00;17.237.153,39
1808;13/04/2016;2;14;20;25;41;45;76.614.121,50;0; ; ;0;141;31.327,32;9208;685,29;SIM;49.892.491,27;60.000.000,00;18.399.561,91
1809;16/04/2016;9;12;23;24;46;54;85.960.518,00;0; ; ;0;188;26.361,78;13704;516,63;SIM;81.342.042,56;90.000.000,00;19.703.776,29
1810;20/04/2016;1;10;25;43;50;56;103.207.069,00;1;CABROBÓ;PE;92.303.225,84;266;22.369,76;14324;593,44;NÃO;0;2.500.000,00;21.269.659,63
1811;23/04/2016;5;17;32;35;37;57;24.593.303,00;0; ; ;0;82;17.291,66;4309;470,08;SIM;2.611.949,97;6.000.000,00;21.642.795,35
1812;27/04/2016;20;23;32;34;37;45;29.763.916,00;0; ; ;0;43;39.907,56;2976;823,74;SIM;5.773.048,72;10.000.000,00;22.094.380,90
1813;30/04/2016;9;11;13;15;19;51;39.165.192,50;0; ; ;0;209;10.804,08;9346;345,15;SIM;9.932.617,01;14.000.000,00;22.688.604,95
1814;03/05/2016;9;11;27;46;51;53;26.648.079,50;0; ; ;0;51;30.125,16;3473;631,97;SIM;27.675.011,61;31.500.000,00;23.092.916,26
1815;05/05/2016;8;11;25;39;41;60;45.317.219,50;3;CUIABÁ;MT;10.829.320,16;84;31.104,09;4553;819,78;NÃO;0;3.000.000,00;23.780.480,40
BELÉM;PA;;;;;;;;;;;;;;;;;;;
SANTO ANDRÉ;SP;;;;;;;;;;;;;;;;;;;
1816;07/05/2016;5;10;12;22;28;46;27.317.451,00;0; ; ;0;112;14.062,28;6085;369,75;SIM;2.901.270,13;6.500.000,00;24.194.947,58
1817;11/05/2016;1;4;26;39;47;55;31.871.619,50;0; ; ;0;49;37.500,89;3620;725,15;SIM;6.286.219,10;10.000.000,00;24.678.511,74
1818;14/05/2016;2;6;10;15;53;56;39.985.141,00;0; ; ;0;98;23.523,73;6394;515,06;SIM;10.532.870,63;16.000.000,00;25.285.176,26
1819;18/05/2016;17;18;26;30;33;37;42.065.250,50;0; ; ;0;30;80.841,77;4092;846,68;SIM;27.454.572,98;33.000.000,00;25.923.400,72
1820;21/05/2016;3;19;23;27;40;45;55.315.218,00;0; ; ;0;182;17.522,94;9333;488,15;SIM;33.329.366,70;40.000.000,00;26.762.656,99
1821;25/05/2016;19;22;31;36;52;53;60.860.145,50;2;SALVADOR;BA;19.896.531,79;84;41.772,19;6145;815,73;NÃO;0;2.500.000,00;27.686.042,28
BELÉM;PA;;;;;;;;;;;;;;;;;;;
1822;28/05/2016;1;22;26;43;50;53;24.684.450,00;0; ; ;0;23;61.876,99;1885;1.078,56;SIM;2.621.630,30;6.000.000,00;28.060.560,90
1823;01/06/2016;4;9;21;34;54;59;31.057.124,00;0; ; ;0;70;25.579,78;4110;622,37;SIM;5.920.075,17;10.000.000,00;28.531.767,32
1824;04/06/2016;5;6;12;19;30;60;38.588.368,00;0; ; ;0;157;14.170,67;8192;387,97;SIM;24.071.272,35;28.500.000,00;29.117.239,65
1825;07/06/2016;10;11;21;50;51;54;30.719.489,50;1;FORTALEZA;CE;27.333.858,49;41;43.198,01;3176;796,65;NÃO;0;2.200.000,00;29.583.323,40
1826;09/06/2016;17;19;32;43;48;51;23.770.859,00;0; ; ;0;42;32.630,91;2476;790,73;SIM;2.524.601,69;5.000.000,00;29.943.980,80
1827;11/06/2016;26;33;42;43;53;54;26.673.272,50;0; ; ;0;44;34.950,81;2487;883,35;SIM;5.357.456,36;9.000.000,00;30.348.674,34
1828;15/06/2016;6;11;32;40;48;59;32.592.364,00;0; ; ;0;36;52.197,16;2502;1.072,91;SIM;8.818.952,53;13.000.000,00;30.843.173,81
1829;18/06/2016;7;13;24;30;32;53;37.916.872,00;0; ; ;0;103;21.224,08;6254;499,35;SIM;22.971.302,58;27.000.000,00;31.418.458,03
1830;22/06/2016;3;7;29;37;54;60;42.529.525,50;1;RIO DE JANEIRO;RJ;27.488.182,36;100;24.520,21;6640;527,54;NÃO;0;2.500.000,00;32.063.726,57
1831;25/06/2016;15;27;28;32;48;55;24.629.594,50;1;ITABORAI;RJ;2.615.804,34;71;20.000,12;3168;640,33;NÃO;0;2.500.000,00;32.437.412,92
1832;29/06/2016;14;34;46;47;56;57;22.501.927,00;0; ; ;0;31;41.849,62;1786;1.037,70;SIM;2.389.833,83;5.500.000,00;32.778.817,76
1833;02/07/2016;2;3;7;16;27;42;30.419.207,00;0; ; ;0;105;16.702,91;6930;361,53;SIM;5.620.528,25;9.000.000,00;33.240.345,55
1834;06/07/2016;2;17;22;24;48;51;33.185.138,00;1;CAPITÓLIO;MG;9.144.980,42;100;19.132,74;5132;532,58;NÃO;0;15.000.000,00;33.743.838,73
1835;09/07/2016;8;28;36;47;50;58;35.420.563,50;0; ; ;0;41;49.808,69;3133;931,17;SIM;13.993.542,04;18.000.000,00;34.281.248,36
1836;12/07/2016;8;15;18;45;59;60;27.231.904,00;0; ; ;0;46;34.131,37;2948;760,82;SIM;16.885.726,58;20.000.000,00;34.694.417,59
1837;14/07/2016;41;44;48;50;54;57;37.043.030,50;0; ; ;0;32;66.740,59;2346;1.300,51;SIM;20.819.909,09;25.000.000,00;35.256.443,67
1838;16/07/2016;5;8;24;30;57;59;41.308.785,00;1;SALVADOR;BA;25.207.139,21;115;20.709,91;5293;642,8;NÃO;0;2.500.000,00;35.883.190,85
1839;20/07/2016;7;22;28;32;56;58;24.166.919,00;0; ; ;0;30;46.444,42;2933;678,64;SIM;13.593.147,19;18.000.000,00;36.249.857,37
1840;23/07/2016;15;17;33;41;47;48;39.578.910,00;0; ; ;0;59;38.676,34;4879;668,14;SIM;17.796.654,66;22.500.000,00;36.850.358,45
1841;27/07/2016;3;6;13;38;49;51;43.752.614,50;0; ; ;0;81;31.142,44;6170;584,05;SIM;22.443.433,51;27.000.000,00;37.514.184,01
1842;30/07/2016;16;18;22;24;34;43;50.451.173,50;1;ALEGRETE;RS;27.801.637,78;100;29.087,40;6722;618,17;NÃO;0;2.500.000,00;38.279.641,78
1843;03/08/2016;8;26;28;33;41;54;25.284.829,50;1;LAGARTO;SE;2.685.394,05;51;28.584,03;3046;683,7;NÃO;0;2.500.000,00;38.663.269,52
1844;06/08/2016;3;4;37;39;48;50;26.726.059,50;0; ; ;0;21;73.375,18;2121;1.037,83;SIM;15.241.649,60;19.000.000,00;39.068.763,96
1845;09/08/2016;3;9;13;29;30;51;25.663.326,50;0; ; ;0;75;19.728,10;4312;490,19;SIM;17.967.242,21;21.000.000,00;39.458.134,34
1846;11/08/2016;6;24;26;30;34;49;36.513.736,00;0; ; ;0;49;42.962,92;3189;943,05;SIM;21.845.210,59;27.000.000,00;40.012.129,85
1847;13/08/2016;1;6;45;49;50;57;43.114.960,00;0; ; ;0;44;56.494,85;3678;965,49;SIM;26.424.266,87;32.000.000,00;40.666.280,75
1848;17/08/2016;9;40;41;50;55;58;48.841.485,00;0; ; ;0;46;61.215,95;3330;1.208,03;SIM;31.611.512,99;38.000.000,00;41.407.315,92
1849;20/08/2016;3;5;11;27;35;44;55.033.954,50;0; ; ;0;194;16.355,46;11341;399,68;SIM;51.420.014,28;58.000.000,00;42.242.304,77
1850;24/08/2016;23;24;32;38;40;41;67.912.631,50;1;RIO DE JANEIRO;RJ;58.632.725,66;81;48.339,16;5935;942,46;NÃO;0;2.500.000,00;43.272.692,12
1851;27/08/2016;8;18;21;22;35;37;25.995.277,00;0; ; ;0;40;37.468,65;3146;680,56;SIM;2.760.847,66;5.100.000,00;43.667.098,94
1852;31/08/2016;13;17;29;45;49;50;27.813.873,50;0; ; ;0;83;19.320,44;4187;547,13;SIM;5.714.840,70;10.000.000,00;44.089.097,96
1853;03/09/2016;1;2;34;39;41;45;36.044.890,00;1;BRASÍLIA;DF;9.543.014,95;28;74.219,70;2780;1.067,90;NÃO;0;3.000.000,00;44.635.980,02
1854;08/09/2016;25;30;31;34;43;59;22.133.380,50;0; ; ;0;18;70.893,89;1548;1.177,63;SIM;14.360.440,78;17.000.000,00;44.971.793,18
1855;10/09/2016;6;10;15;24;38;39;32.261.362,00;0; ; ;0;55;33.818,44;4074;652,22;SIM;17.786.782,63;22.000.000,00;45.461.270,60
1856;14/09/2016;2;9;14;22;32;37;42.723.149,00;0; ; ;0;122;20.190,03;7199;488,79;SIM;22.324.226,34;28.000.000,00;46.109.476,86
1857;17/09/2016;13;23;25;35;52;53;50.505.038,50;0; ; ;0;198;14.706,29;5600;742,81;SIM;27.688.151,39;32.000.000,00;46.875.751,88
1858;20/09/2016;22;28;30;33;55;59;35.657.471,50;0; ; ;0;53;38.788,97;3799;773,06;SIM;31.475.179,58;36.000.000,00;47.416.755,92
1859;22/09/2016;1;13;14;21;26;51;50.128.274,00;0; ; ;0;88;32.842,30;6049;682,55;SIM;50.903.383,91;57.000.000,00;48.177.314,58
1860;24/09/2016;10;30;36;40;44;60;63.318.563,00;1;JUIZ DE FORA;MG;57.628.178,83;109;33.491,77;11392;457,79;NÃO;0;2.500.000,00;49.137.999,58
1861;28/09/2016;2;4;9;35;45;60;23.474.332,00;0; ; ;0;41;33.009,81;3181;607,8;SIM;2.493.108,83;5.500.000,00;49.494.157,99
1862;01/10/2016;2;8;35;42;49;56;31.422.552,00;2;BELO HORIZONTE;MG;2.915.182,12;99;18.299,52;4549;568,93;NÃO;0;3.000.000,00;49.970.908,78
BELO HORIZONTE;MG;;;;;;;;;;;;;;;;;;;
1863;05/10/2016;16;23;45;56;58;59;24.216.790,50;0; ; ;0;31;45.038,97;2542;784,65;SIM;2.571.962,18;5.500.000,00;50.338.331,96
1864;08/10/2016;4;5;14;37;40;60;33.092.391,50;0; ; ;0;43;44.370,39;3530;772,12;SIM;17.804.218,79;22.000.000,00;50.840.417,97
1865;13/10/2016;1;5;31;32;37;42;42.890.351,00;0; ; ;0;38;65.074,31;3936;897,51;SIM;22.359.420,30;27.000.000,00;51.491.161,05
1866;15/10/2016;14;17;36;38;44;60;45.142.954,50;0; ; ;0;129;20.175,94;6185;601,15;SIM;27.153.861,24;33.000.000,00;52.176.081,21
1867;18/10/2016;3;10;17;21;22;43;36.479.653,00;0; ; ;0;96;21.908,52;6158;487,91;SIM;31.028.209,82;35.000.000,00;52.729.559,60
1868;20/10/2016;1;5;23;25;28;31;46.222.218,00;0; ; ;0;181;14.723,32;7846;485,21;SIM;35.937.274,74;42.000.000,00;53.430.854,59
1869;22/10/2016;11;23;24;26;40;52;56.900.256,00;0; ; ;0;66;49.705,43;4827;970,89;SIM;57.176.870,77;64.000.000,00;54.294.159,45
1870;26/10/2016;18;20;30;32;33;40;82.735.219,00;0; ; ;0;98;48.674,10;7040;967,95;SIM;65.963.826,04;75.000.000,00;55.549.438,80
1871;29/10/2016;3;11;17;33;52;58;99.659.087,50;1;VARGINHA;MG;76.548.193,31;275;20.893,81;15560;527,52;NÃO;0;2.500.000,00;57.061.491,27
1872;03/11/2016;11;13;25;39;46;56;23.918.384,00;0; ; ;0;25;55.160,14;2790;706,09;SIM;2.540.269,69;5.000.000,00;57.424.386,96
1873;05/11/2016;5;25;28;41;53;54;29.032.685,50;0; ; ;0;27;61.995,05;3152;758,64;SIM;5.623.707,57;9.000.000,00;57.864.878,10
1874;08/11/2016;10;28;37;43;44;47;23.619.214,50;0; ; ;0;16;85.109,69;1933;1.006,39;SIM;25.420.134,55;29.000.000,00;58.223.234,72
1875;10/11/2016;1;45;47;52;53;55;40.270.688,50;1;APARECIDA DE GOIÂNIA;GO;29.697.112,87;45;51.595,30;2828;1.172,85;NÃO;0;2.500.000,00;58.834.231,63
1876;12/11/2016;7;18;39;41;44;51;24.761.821,00;0; ; ;0;23;62.070,94;2308;883,65;SIM;2.629.847,55;5.800.000,00;59.209.924,16
1877;16/11/2016;13;16;23;24;32;35;24.378.487,00;0; ; ;0;90;15.617,00;4306;466,3;SIM;5.218.982,82;8.400.000,00;59.579.800,64
1878;19/11/2016;12;16;26;40;56;57;36.294.835,50;0; ; ;0;36;58.126,73;2981;1.002,80;SIM;9.073.702,73;13.400.000,00;60.130.474,92
1879;23/11/2016;5;10;20;57;58;59;36.569.155,00;1;Montes Claros;MG;12.957.556,93;103;20.469,69;4610;653,35;NÃO;0;15.000.000,00;60.685.311,25
1880;26/11/2016;5;16;19;37;51;56;37.297.494,50;0; ; ;0;65;33.082,62;5045;608,91;SIM;14.794.344,48;20.000.000,00;61.251.198,12
1881;30/11/2016;3;10;30;44;53;56;38.828.384,00;1;SALVADOR;BA;18.918.141,78;44;50.878,02;4024;794,74;NÃO;0;3.000.000,00;61.840.312,04
1882;03/12/2016;9;10;19;35;37;41;27.773.742,50;0; ; ;0;25;64.051,30;3054;749,03;SIM;2.949.730,90;6.000.000,00;62.261.702,19
1883;07/12/2016;16;27;28;47;59;60;29.623.391,00;0; ; ;0;30;56.930,77;2896;842,5;SIM;6.095.905,09;9.600.000,00;62.711.155,64
1884;10/12/2016;1;4;23;32;38;59;35.230.006,00;0; ; ;0;47;43.216,38;3839;755,84;SIM;21.103.130,14;25.000.000,00;63.245.674,06
1885;14/12/2016;7;14;18;23;32;59;42.226.884,00;0; ; ;0;88;27.665,59;6170;563,68;SIM;25.587.867,65;33.000.000,00;63.886.350,87
1886;17/12/2016;3;7;15;40;45;54;49.405.237,00;0; ; ;0;72;39.561,62;6962;584,48;SIM;30.834.987,47;36.000.000,00;64.635.939,43
1887;20/12/2016;11;23;34;41;46;56;37.715.622,00;0; ; ;0;54;40.268,09;3496;888,55;SIM;34.840.603,05;40.000.000,00;65.208.170,24
1888;22/12/2016;1;10;17;18;45;48;50.303.820,00;2;CAMPINAS;SP;20.091.578,77;113;25.665,88;7195;575,84;NÃO;0;3.000.000,00;65.971.392,33
CAMPINAS;SP;;;;;;;;;;;;;;;;;;;
1889;24/12/2016;16;23;25;28;30;44;24.134.523,00;0; ; ;0;49;28.397,25;3138;633,46;SIM;82.505.122,23;225.000.000,00;82.505.122,23
1890;31/12/2016;5;11;22;24;51;53;735.869.326,50;6;SALVADOR;BA;36.824.758,22;1665;25.481,21;124889;485,3;NÃO;0;2.500.000,00;0
FORTALEZA;CE;;;;;;;;;;;;;;;;;;;
TRIZIDELA DO VALE;MA;;;;;;;;;;;;;;;;;;;
BELO HORIZONTE;MG;;;;;;;;;;;;;;;;;;;
CAMPO GRANDE;MS;;;;;;;;;;;;;;;;;;;
FAZENDA VILANOVA;RS;;;;;;;;;;;;;;;;;;;
1891;04/01/2017;1;3;19;23;47;58;20.866.660,50;0; ; ;0;46;26.153,43;3488;492,73;SIM;2.216.159,14;4.500.000,00;316.594,18
1892;07/01/2017;6;17;22;30;37;50;28.186.455,50;0; ; ;0;31;52.421,85;2623;885,07;SIM;5.209.722,53;8.000.000,00;744.246,11
1893;11/01/2017;16;17;19;28;45;58;28.867.835,50;0; ; ;0;44;37.826,41;3162;751,94;SIM;8.275.652,39;11.000.000,00;1.182.236,10
1894;14/01/2017;21;31;35;53;54;57;36.033.266,50;0; ; ;0;37;56.148,15;2761;1.074,91;SIM;19.709.935,80;25.000.000,00;1.728.941,80
1895;18/01/2017;2;3;5;10;15;34;40.381.043,50;0; ; ;0;175;13.303,72;10199;326,1;SIM;23.998.634,45;28.000.000,00;2.341.613,05
1896;21/01/2017;3;6;14;15;21;25;45.051.695,50;1;ITANHAÉM;SP;28.783.383,17;133;19.529,58;7692;482,4;NÃO;0;2.500.000,00;3.025.148,59
1897;25/01/2017;9;22;25;47;52;58;22.474.543,00;0; ; ;0;46;28.168,68;2873;644,3;SIM;2.386.925,50;5.000.000,00;3.366.137,96
1898;28/01/2017;12;34;45;53;55;58;28.455.896,00;0; ; ;0;32;51.269,12;2722;861,03;SIM;5.409.105,01;9.000.000,00;3.797.877,91
1899;01/02/2017;20;23;35;36;44;48;30.752.715,00;0; ; ;0;39;45.462,41;3023;837,87;SIM;19.831.525,03;24.000.000,00;4.264.465,77
1900;04/02/2017;8;11;27;28;43;46;44.381.116,50;0; ; ;0;87;29.411,18;5573;655,91;SIM;24.545.054,40;30.000.000,00;4.937.827,12
1901;08/02/2017;11;12;26;30;37;53;47.953.150,00;0; ; ;0;60;46.078,62;4645;850,28;SIM;29.637.954,24;35.000.000,00;5.665.384,27
1902;11/02/2017;2;7;9;18;21;25;54.636.827,00;3;IPATINGA;MG;11.813.566,31;367;8.583,27;13764;326,94;NÃO;0;3.000.000,00;6.494.347,82
ITU;SP;;;;;;;;;;;;;;;;;;;
SANTA CRUZ DA CONCEIÇÃO;SP;;;;;;;;;;;;;;;;;;;
1903;15/02/2017;9;10;15;28;43;45;23.846.886,00;0; ; ;0;41;33.533,69;3205;612,82;SIM;2.532.676,20;5.000.000,00;6.856.158,71
1904;18/02/2017;12;15;18;21;51;56;29.501.318,00;0; ; ;0;82;20.742,50;4003;607;SIM;19.038.780,05;22.000.000,00;7.303.760,06
1905;21/02/2017;29;35;43;54;56;57;26.878.204,50;0; ; ;0;22;70.438,67;2351;941,63;SIM;21.893.399,68;25.000.000,00;7.711.562,87
1906;23/02/2017;6;27;33;39;40;60;35.988.757,00;0; ; ;0;54;38.424,36;3833;773,32;SIM;25.715.612,29;30.000.000,00;8.257.593,26
1907;25/02/2017;3;25;35;38;44;48;40.882.726,50;0; ; ;0;55;42.855,91;4353;773,54;SIM;30.057.592,56;35.000.000,00;8.877.876,17
1908;01/03/2017;4;10;13;23;27;57;28.926.369,50;0; ; ;0;95;17.555,12;5839;408,02;SIM;33.129.739,06;38.000.000,00;9.316.754,26
1909;04/03/2017;11;40;43;45;47;57;57.553.279,00;0; ; ;0;27;122.896,60;4423;1.071,73;SIM;51.941.537,67;58.000.000,00;10.189.966,95
1910;08/03/2017;6;9;15;22;39;48;73.439.205,00;1;CONCEIÇÃO DO PARÁ;MG;59.741.202,88;219;19.333,81;10816;559,23;NÃO;0;3.000.000,00;11.304.204,85
1911;11/03/2017;16;18;23;30;32;33;26.687.335,50;0; ; ;0;42;36.634,43;2817;780,28;SIM;2.834.348,24;6.000.000,00;11.709.111,76
1912;15/03/2017;10;13;33;35;36;42;28.383.915,00;1;CAMPINA GRANDE;PB;5.848.882,96;43;38.057,25;4556;513,12;NÃO;0;3.000.000,00;12.139.759,59
1913;18/03/2017;4;14;17;43;52;56;26.308.782,50;0; ; ;0;43;35.274,91;2960;732,05;SIM;2.794.143,74;6.000.000,00;12.538.922,98
1914;22/03/2017;16;29;33;39;42;44;28.355.670,00;1;VITORIA DE SANTO ANTÃO;PE;5.805.678,69;27;60.549,38;2403;971,9;NÃO;0;16.000.000,00;12.969.142,27
1915;25/03/2017;2;20;21;33;48;57;35.966.479,50;0; ; ;0;39;53.170,03;3429;863,9;SIM;16.048.217,78;20.000.000,00;13.514.834,66
1916;29/03/2017;3;9;18;23;50;52;40.056.670,50;0; ; ;0;100;23.094,50;5478;602,26;SIM;20.302.466,15;25.000.000,00;14.122.584,45
1917;01/04/2017;4;21;25;33;36;46;46.407.588,50;0; ; ;0;70;38.222,98;5412;706,26;SIM;25.231.218,49;30.000.000,00;14.826.691,93
1918;05/04/2017;16;17;20;22;38;50;51.947.780,50;0; ; ;0;67;44.701,88;5269;812,03;SIM;30.748.371,01;36.000.000,00;15.614.856,60
1919;08/04/2017;11;28;37;45;54;60;58.358.968,50;0; ; ;0;67;50.218,80;5858;820,52;SIM;52.483.493,14;59.000.000,00;16.500.293,42
1920;12/04/2017;25;31;33;39;43;45;70.389.350,50;0; ; ;0;90;45.091,85;6586;880,27;SIM;59.959.246,30;65.000.000,00;17.568.258,17
1921;15/04/2017;10;15;16;19;28;35;67.970.381,50;0; ; ;0;127;30.856,70;9277;603,45;SIM;67.178.091,05;75.000.000,00;18.599.521,71
